,Date,21K - Local Price/Buy
0,2022-11-09 00:00:00,1226.0
1,2022-11-10 00:00:00,1227.0
2,2022-11-11 00:00:00,1256.0
3,2022-11-12 00:00:00,1275.0
4,2022-11-13 00:00:00,1260.0
5,2022-11-14 00:00:00,1262.0
6,2022-11-15 00:00:00,1268.0
7,2022-11-16 00:00:00,1264.0
8,2022-11-17 00:00:00,1272.0
9,2022-11-18 00:00:00,1287.0
10,2022-11-19 00:00:00,1294.0
11,2022-11-20 00:00:00,1292.0
12,2022-11-21 00:00:00,1311.0
13,2022-11-22 00:00:00,1336.0
14,2022-11-23 00:00:00,1365.0
15,2022-11-24 00:00:00,1400.0
16,2022-11-25 00:00:00,1435.0
17,2022-11-26 00:00:00,1443.0
